676
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.50000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.25000000000000e+00
1.00000000000000e+00 1.75000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.25000000000000e+00
1.00000000000000e+00 1.75000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.25000000000000e+00
1.00000000000000e+00 1.75000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 2.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
1.00000000000000e+00 1.00000000000000e+00
