1
0 100 100 45
2.00000000000000e+01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 9.00000000000000e+06
6.12244897959184e-01 1.00000000000000e+00 4.00000000000000e+06
2.00000000000000e+01 1.00000000000000e+00 4.00000000000000e+06
